Date,Ticker,Open,Close
8/7/2012,_VIXD,,15.99
8/8/2012,_VIXD,,15.32
8/9/2012,_VIXD,,15.28
8/10/2012,_VIXD,,14.74
8/13/2012,_VIXD,,13.7
8/14/2012,_VIXD,,14.85
8/15/2012,_VIXD,,14.63
8/16/2012,_VIXD,,14.29
8/17/2012,_VIXD,,13.45
8/20/2012,_VIXD,,14.02
8/21/2012,_VIXD,,15.02
8/22/2012,_VIXD,,15.11
8/23/2012,_VIXD,,15.96
8/24/2012,_VIXD,,15.18
8/27/2012,_VIXD,,16.35
8/28/2012,_VIXD,,16.49
8/29/2012,_VIXD,,17.06
8/30/2012,_VIXD,,17.83
8/31/2012,_VIXD,,17.47
9/4/2012,_VIXD,,17.98
9/5/2012,_VIXD,,17.74
9/6/2012,_VIXD,,15.63
9/7/2012,_VIXD,,14.38
9/10/2012,_VIXD,,16.28
9/11/2012,_VIXD,,16.41
9/12/2012,_VIXD,,15.8
9/13/2012,_VIXD,,14.05
9/14/2012,_VIXD,,14.51
9/17/2012,_VIXD,,14.59
9/18/2012,_VIXD,,14.18
9/19/2012,_VIXD,,13.88
9/20/2012,_VIXD,,14.07
9/21/2012,_VIXD,,13.98
9/24/2012,_VIXD,,14.15
9/25/2012,_VIXD,,15.43
9/26/2012,_VIXD,,16.81
9/27/2012,_VIXD,,14.84
9/28/2012,_VIXD,,15.73
10/1/2012,_VIXD,,16.32
10/2/2012,_VIXD,,15.71
10/3/2012,_VIXD,,15.43
10/4/2012,_VIXD,,14.55
10/5/2012,_VIXD,,14.33
10/8/2012,_VIXD,,15.11
10/9/2012,_VIXD,,16.37
10/10/2012,_VIXD,,16.29
10/11/2012,_VIXD,,15.59
10/12/2012,_VIXD,,16.14
10/15/2012,_VIXD,,15.27
10/16/2012,_VIXD,,15.22
10/17/2012,_VIXD,,15.07
10/18/2012,_VIXD,,15.03
10/19/2012,_VIXD,,16.97
10/22/2012,_VIXD,,16.62
10/23/2012,_VIXD,,18.83
10/24/2012,_VIXD,,18.33
10/25/2012,_VIXD,,18.12
10/26/2012,_VIXD,,17.81
10/31/2012,_VIXD,,18.6
11/1/2012,_VIXD,,16.69
11/2/2012,_VIXD,,17.59
11/5/2012,_VIXD,,18.42
11/6/2012,_VIXD,,17.58
11/7/2012,_VIXD,,19.08
11/8/2012,_VIXD,,18.49
11/9/2012,_VIXD,,18.61
11/12/2012,_VIXD,,16.68
11/13/2012,_VIXD,,16.65
11/14/2012,_VIXD,,17.92
11/15/2012,_VIXD,,17.99
11/16/2012,_VIXD,,16.41
11/19/2012,_VIXD,,15.24
11/20/2012,_VIXD,,15.08
11/21/2012,_VIXD,,15.31
11/23/2012,_VIXD,,15.14
11/26/2012,_VIXD,,15.5
11/27/2012,_VIXD,,15.92
11/28/2012,_VIXD,,15.51
11/29/2012,_VIXD,,15.06
11/30/2012,_VIXD,,15.87
12/3/2012,_VIXD,,16.64
12/4/2012,_VIXD,,17.12
12/5/2012,_VIXD,,16.46
12/6/2012,_VIXD,,16.58
12/7/2012,_VIXD,,15.87
12/10/2012,_VIXD,,16.05
12/11/2012,_VIXD,,15.57
12/12/2012,_VIXD,,15.95
12/13/2012,_VIXD,,16.56
12/14/2012,_VIXD,,16.99
12/17/2012,_VIXD,,16.34
12/18/2012,_VIXD,,15.57
12/19/2012,_VIXD,,17.36
12/20/2012,_VIXD,,17.67
12/21/2012,_VIXD,,17.84
12/24/2012,_VIXD,,17.84
12/26/2012,_VIXD,,19.48
12/27/2012,_VIXD,,19.47
12/28/2012,_VIXD,,21.79
12/31/2012,_VIXD,,18.02
1/2/2013,_VIXD,,14.68
1/3/2013,_VIXD,,14.56
1/4/2013,_VIXD,,13.83
1/7/2013,_VIXD,,13.79
1/8/2013,_VIXD,,13.62
1/9/2013,_VIXD,,13.81
1/10/2013,_VIXD,,13.49
1/11/2013,_VIXD,,13.36
1/14/2013,_VIXD,,13.52
1/15/2013,_VIXD,,13.55
1/16/2013,_VIXD,,13.42
1/17/2013,_VIXD,,13.57
1/18/2013,_VIXD,,12.46
1/22/2013,_VIXD,,12.43
1/23/2013,_VIXD,,12.46
1/24/2013,_VIXD,,12.69
1/25/2013,_VIXD,,12.89
1/28/2013,_VIXD,,13.57
1/29/2013,_VIXD,,13.31
1/30/2013,_VIXD,,14.32
1/31/2013,_VIXD,,14.38
2/1/2013,_VIXD,,12.9
2/4/2013,_VIXD,,14.67
2/5/2013,_VIXD,,13.72
2/6/2013,_VIXD,,13.41
2/7/2013,_VIXD,,13.5
2/8/2013,_VIXD,,13.02
2/11/2013,_VIXD,,12.94
2/12/2013,_VIXD,,12.64
2/13/2013,_VIXD,,12.98
2/14/2013,_VIXD,,12.66
2/15/2013,_VIXD,,12.46
2/19/2013,_VIXD,,12.31
2/20/2013,_VIXD,,14.68
2/21/2013,_VIXD,,15.22
2/22/2013,_VIXD,,14.17
2/25/2013,_VIXD,,18.99
2/26/2013,_VIXD,,16.87
2/27/2013,_VIXD,,14.73
2/28/2013,_VIXD,,15.51
3/1/2013,_VIXD,,15.36
3/4/2013,_VIXD,,14.01
3/5/2013,_VIXD,,13.48
3/6/2013,_VIXD,,13.53
3/7/2013,_VIXD,,13.06
3/8/2013,_VIXD,,12.59
3/11/2013,_VIXD,,11.56
3/12/2013,_VIXD,,12.27
3/13/2013,_VIXD,,11.83
3/14/2013,_VIXD,,11.3
3/15/2013,_VIXD,,11.3
3/18/2013,_VIXD,,13.36
3/19/2013,_VIXD,,14.39
3/20/2013,_VIXD,,12.67
3/21/2013,_VIXD,,13.99
3/22/2013,_VIXD,,13.57
3/25/2013,_VIXD,,13.74
3/26/2013,_VIXD,,12.77
3/27/2013,_VIXD,,13.15
3/28/2013,_VIXD,,12.7
4/1/2013,_VIXD,,13.58
4/2/2013,_VIXD,,12.76
4/3/2013,_VIXD,,14.21
4/4/2013,_VIXD,,13.89
4/5/2013,_VIXD,,13.92
4/8/2013,_VIXD,,13.19
4/9/2013,_VIXD,,12.84
4/10/2013,_VIXD,,12.36
4/11/2013,_VIXD,,12.24
4/12/2013,_VIXD,,12.06
4/15/2013,_VIXD,,17.27
4/16/2013,_VIXD,,13.96
4/17/2013,_VIXD,,16.51
4/18/2013,_VIXD,,17.56
4/19/2013,_VIXD,,14.97
4/22/2013,_VIXD,,14.39
4/23/2013,_VIXD,,13.48
4/24/2013,_VIXD,,13.61
4/25/2013,_VIXD,,13.62
4/26/2013,_VIXD,,13.61
4/29/2013,_VIXD,,13.71
4/30/2013,_VIXD,,13.52
5/1/2013,_VIXD,,14.49
5/2/2013,_VIXD,,13.59
5/3/2013,_VIXD,,12.85
5/6/2013,_VIXD,,12.66
5/7/2013,_VIXD,,12.83
5/8/2013,_VIXD,,12.66
5/9/2013,_VIXD,,13.13
5/10/2013,_VIXD,,12.59
5/13/2013,_VIXD,,12.55
5/14/2013,_VIXD,,12.77
5/15/2013,_VIXD,,12.81
5/16/2013,_VIXD,,13.07
5/17/2013,_VIXD,,12.45
5/20/2013,_VIXD,,13.02
5/21/2013,_VIXD,,13.37
5/22/2013,_VIXD,,13.82
5/23/2013,_VIXD,,14.07
5/24/2013,_VIXD,,13.99
5/28/2013,_VIXD,,14.48
5/29/2013,_VIXD,,14.83
5/30/2013,_VIXD,,14.53
5/31/2013,_VIXD,,16.3
6/3/2013,_VIXD,,16.28
6/4/2013,_VIXD,,16.27
6/5/2013,_VIXD,,17.5
6/6/2013,_VIXD,,16.63
6/7/2013,_VIXD,,15.14
6/10/2013,_VIXD,,15.44
6/11/2013,_VIXD,,17.07
6/12/2013,_VIXD,,18.59
6/13/2013,_VIXD,,16.41
6/14/2013,_VIXD,,17.15
6/17/2013,_VIXD,,16.8
6/18/2013,_VIXD,,16.61
6/19/2013,_VIXD,,16.64
6/20/2013,_VIXD,,20.49
6/21/2013,_VIXD,,18.9
6/24/2013,_VIXD,,20.11
6/25/2013,_VIXD,,18.47
6/26/2013,_VIXD,,17.21
6/27/2013,_VIXD,,16.86
6/28/2013,_VIXD,,16.86
7/1/2013,_VIXD,,16.37
7/2/2013,_VIXD,,16.44
7/3/2013,_VIXD,,16.2
7/5/2013,_VIXD,,14.89
7/8/2013,_VIXD,,14.78
7/9/2013,_VIXD,,14.35
7/10/2013,_VIXD,,14.21
7/11/2013,_VIXD,,14.01
7/12/2013,_VIXD,,13.84
7/15/2013,_VIXD,,13.79
7/16/2013,_VIXD,,14.42
7/17/2013,_VIXD,,13.78
7/18/2013,_VIXD,,13.77
7/19/2013,_VIXD,,12.54
7/22/2013,_VIXD,,12.29
7/23/2013,_VIXD,,12.66
7/24/2013,_VIXD,,13.18
7/25/2013,_VIXD,,12.97
7/26/2013,_VIXD,,12.72
7/29/2013,_VIXD,,13.39
7/30/2013,_VIXD,,13.39
7/31/2013,_VIXD,,13.45
8/1/2013,_VIXD,,12.99
8/2/2013,_VIXD,,11.98
8/5/2013,_VIXD,,11.84
8/6/2013,_VIXD,,12.72
8/7/2013,_VIXD,,12.98
8/8/2013,_VIXD,,12.73
8/9/2013,_VIXD,,13.41
8/12/2013,_VIXD,,12.81
8/13/2013,_VIXD,,12.31
8/14/2013,_VIXD,,13.04
8/15/2013,_VIXD,,14.73
8/16/2013,_VIXD,,14.37
8/19/2013,_VIXD,,15.1
8/20/2013,_VIXD,,14.91
8/21/2013,_VIXD,,15.94
8/22/2013,_VIXD,,14.76
8/23/2013,_VIXD,,14.06
8/26/2013,_VIXD,,14.99
8/27/2013,_VIXD,,16.82
8/28/2013,_VIXD,,16.49
8/29/2013,_VIXD,,16.81
8/30/2013,_VIXD,,17.01
9/3/2013,_VIXD,,16.61
9/4/2013,_VIXD,,15.88
9/5/2013,_VIXD,,15.77
9/6/2013,_VIXD,,15.85
9/9/2013,_VIXD,,15.63
9/10/2013,_VIXD,,14.53
9/11/2013,_VIXD,,13.82
9/12/2013,_VIXD,,14.29
9/13/2013,_VIXD,,14.16
9/16/2013,_VIXD,,14.42
9/17/2013,_VIXD,,14.53
9/18/2013,_VIXD,,13.59
9/19/2013,_VIXD,,13.16
9/20/2013,_VIXD,,13.12
9/23/2013,_VIXD,,14.31
9/24/2013,_VIXD,,14.08
9/25/2013,_VIXD,,14.01
9/26/2013,_VIXD,,14.06
9/27/2013,_VIXD,,15.46
9/30/2013,_VIXD,,16.6
10/1/2013,_VIXD,,15.54
10/2/2013,_VIXD,,16.6
10/3/2013,_VIXD,,17.67
10/4/2013,_VIXD,,16.74
10/7/2013,_VIXD,,19.41
10/8/2013,_VIXD,,20.34
10/9/2013,_VIXD,,19.6
10/10/2013,_VIXD,,16.48
10/11/2013,_VIXD,,15.72
10/14/2013,_VIXD,,16.07
10/15/2013,_VIXD,,18.66
10/16/2013,_VIXD,,14.71
10/17/2013,_VIXD,,13.48
10/18/2013,_VIXD,,13.04
10/21/2013,_VIXD,,13.16
10/22/2013,_VIXD,,13.33
10/23/2013,_VIXD,,13.42
10/24/2013,_VIXD,,13.2
10/25/2013,_VIXD,,13.09
10/28/2013,_VIXD,,13.31
10/29/2013,_VIXD,,13.41
10/30/2013,_VIXD,,13.65
10/31/2013,_VIXD,,13.75
11/1/2013,_VIXD,,13.28
11/4/2013,_VIXD,,12.93
11/5/2013,_VIXD,,13.27
11/6/2013,_VIXD,,12.68
11/7/2013,_VIXD,,13.91
11/8/2013,_VIXD,,12.9
11/11/2013,_VIXD,,12.53
11/12/2013,_VIXD,,12.82
11/13/2013,_VIXD,,12.52
11/14/2013,_VIXD,,12.37
11/15/2013,_VIXD,,12.19
11/18/2013,_VIXD,,13.1
11/19/2013,_VIXD,,13.42
11/20/2013,_VIXD,,13.4
11/21/2013,_VIXD,,12.66
11/22/2013,_VIXD,,12.26
11/25/2013,_VIXD,,12.79
11/26/2013,_VIXD,,12.81
11/27/2013,_VIXD,,12.98
11/29/2013,_VIXD,,13.7
12/2/2013,_VIXD,,14.23
12/3/2013,_VIXD,,14.55
12/4/2013,_VIXD,,14.7
12/5/2013,_VIXD,,15.08
12/6/2013,_VIXD,,13.79
12/9/2013,_VIXD,,13.49
12/10/2013,_VIXD,,13.91
12/11/2013,_VIXD,,15.35
12/12/2013,_VIXD,,15.54
12/13/2013,_VIXD,,15.76
12/16/2013,_VIXD,,16.03
12/17/2013,_VIXD,,16.21
12/18/2013,_VIXD,,13.8
12/19/2013,_VIXD,,14.15
12/20/2013,_VIXD,,13.79
12/23/2013,_VIXD,,13.04
12/24/2013,_VIXD,,12.48
12/26/2013,_VIXD,,12.33
12/27/2013,_VIXD,,12.46
12/30/2013,_VIXD,,13.56
12/31/2013,_VIXD,,13.72
1/2/2014,_VIXD,,14.23
1/3/2014,_VIXD,,13.76
1/6/2014,_VIXD,,13.55
1/7/2014,_VIXD,,12.92
1/8/2014,_VIXD,,12.87
1/9/2014,_VIXD,,12.89
1/10/2014,_VIXD,,12.14
1/13/2014,_VIXD,,13.28
1/14/2014,_VIXD,,12.28
1/15/2014,_VIXD,,12.28
1/16/2014,_VIXD,,12.53
1/17/2014,_VIXD,,12.44
1/21/2014,_VIXD,,12.87
1/22/2014,_VIXD,,12.84
1/23/2014,_VIXD,,13.77
1/24/2014,_VIXD,,17.88
1/27/2014,_VIXD,,17.42
1/28/2014,_VIXD,,15.8
1/29/2014,_VIXD,,17.35
1/30/2014,_VIXD,,17.29
1/31/2014,_VIXD,,18.41
2/3/2014,_VIXD,,21.44
2/4/2014,_VIXD,,19.11
2/5/2014,_VIXD,,19.95
2/6/2014,_VIXD,,17.23
2/7/2014,_VIXD,,15.31
2/10/2014,_VIXD,,15.26
2/11/2014,_VIXD,,14.51
2/12/2014,_VIXD,,14.3
2/13/2014,_VIXD,,14.14
2/14/2014,_VIXD,,13.57
2/18/2014,_VIXD,,13.87
2/19/2014,_VIXD,,15.5
2/20/2014,_VIXD,,14.79
2/21/2014,_VIXD,,14.68
2/24/2014,_VIXD,,14.23
2/25/2014,_VIXD,,13.67
2/26/2014,_VIXD,,14.35
2/27/2014,_VIXD,,14.04
2/28/2014,_VIXD,,14
3/3/2014,_VIXD,,16
3/4/2014,_VIXD,,14.1
3/5/2014,_VIXD,,13.89
3/6/2014,_VIXD,,14.21
3/7/2014,_VIXD,,14.11
3/10/2014,_VIXD,,14.2
3/11/2014,_VIXD,,14.8
3/12/2014,_VIXD,,14.47
3/13/2014,_VIXD,,16.22
3/14/2014,_VIXD,,17.82
3/17/2014,_VIXD,,15.64
3/18/2014,_VIXD,,14.53
3/19/2014,_VIXD,,14.97
3/20/2014,_VIXD,,14.52
3/21/2014,_VIXD,,15
3/24/2014,_VIXD,,15.09
3/25/2014,_VIXD,,14.02
3/26/2014,_VIXD,,14.93
3/27/2014,_VIXD,,14.62
3/28/2014,_VIXD,,14.41
3/31/2014,_VIXD,,13.88
4/1/2014,_VIXD,,13.1
4/2/2014,_VIXD,,13.09
4/3/2014,_VIXD,,13.37
4/4/2014,_VIXD,,13.96
4/7/2014,_VIXD,,15.57
4/8/2014,_VIXD,,14.89
4/9/2014,_VIXD,,13.82
4/10/2014,_VIXD,,15.89
4/11/2014,_VIXD,,17.03
4/14/2014,_VIXD,,16.18
4/15/2014,_VIXD,,15.61
4/16/2014,_VIXD,,14.18
4/17/2014,_VIXD,,13.36
4/21/2014,_VIXD,,13.25
4/22/2014,_VIXD,,13.19
4/23/2014,_VIXD,,13.27
4/24/2014,_VIXD,,13.32
4/25/2014,_VIXD,,14.06
4/28/2014,_VIXD,,13.97
4/29/2014,_VIXD,,13.71
4/30/2014,_VIXD,,13.41
5/1/2014,_VIXD,,13.25
5/2/2014,_VIXD,,12.91
5/5/2014,_VIXD,,13.29
5/6/2014,_VIXD,,13.8
5/7/2014,_VIXD,,13.4
5/8/2014,_VIXD,,13.43
5/9/2014,_VIXD,,12.92
5/12/2014,_VIXD,,12.23
5/13/2014,_VIXD,,12.13
5/14/2014,_VIXD,,12.17
5/15/2014,_VIXD,,13.17
5/16/2014,_VIXD,,12.44
5/19/2014,_VIXD,,12.42
5/20/2014,_VIXD,,12.96
5/21/2014,_VIXD,,11.91
5/22/2014,_VIXD,,12.03
5/23/2014,_VIXD,,11.36
5/27/2014,_VIXD,,11.51
5/28/2014,_VIXD,,11.68
5/29/2014,_VIXD,,11.57
5/30/2014,_VIXD,,11.4
6/2/2014,_VIXD,,11.58
6/3/2014,_VIXD,,11.87
6/4/2014,_VIXD,,12.08
6/5/2014,_VIXD,,11.68
6/6/2014,_VIXD,,10.73
6/9/2014,_VIXD,,11.15
6/10/2014,_VIXD,,10.99
6/11/2014,_VIXD,,11.6
6/12/2014,_VIXD,,12.56
6/13/2014,_VIXD,,12.18
6/16/2014,_VIXD,,12.65
6/17/2014,_VIXD,,12.06
6/18/2014,_VIXD,,10.61
6/19/2014,_VIXD,,10.62
6/20/2014,_VIXD,,10.85
6/23/2014,_VIXD,,10.98
6/24/2014,_VIXD,,12.13
6/25/2014,_VIXD,,11.59
6/26/2014,_VIXD,,11.63
6/27/2014,_VIXD,,11.26
6/30/2014,_VIXD,,11.57
7/1/2014,_VIXD,,11.15
7/2/2014,_VIXD,,10.82
7/3/2014,_VIXD,,10.32
7/7/2014,_VIXD,,11.33
7/8/2014,_VIXD,,11.98
7/9/2014,_VIXD,,11.65
7/10/2014,_VIXD,,12.59
7/11/2014,_VIXD,,12.08
7/14/2014,_VIXD,,11.82
7/15/2014,_VIXD,,11.96
7/16/2014,_VIXD,,11
7/17/2014,_VIXD,,14.54
7/18/2014,_VIXD,,12.06
7/21/2014,_VIXD,,12.81
7/22/2014,_VIXD,,12.24
7/23/2014,_VIXD,,11.52
7/24/2014,_VIXD,,11.84
7/25/2014,_VIXD,,12.69
7/28/2014,_VIXD,,12.56
7/29/2014,_VIXD,,13.28
7/30/2014,_VIXD,,13.33
7/31/2014,_VIXD,,16.95
8/1/2014,_VIXD,,17.03
8/4/2014,_VIXD,,15.12
8/5/2014,_VIXD,,16.87
8/6/2014,_VIXD,,16.37
8/7/2014,_VIXD,,16.66
8/8/2014,_VIXD,,15.77
8/11/2014,_VIXD,,14.23
8/12/2014,_VIXD,,14.13
8/13/2014,_VIXD,,12.9
8/14/2014,_VIXD,,12.42
8/15/2014,_VIXD,,13.15
8/18/2014,_VIXD,,12.32
8/19/2014,_VIXD,,12.21
8/20/2014,_VIXD,,11.78
8/21/2014,_VIXD,,11.76
8/22/2014,_VIXD,,11.47
8/25/2014,_VIXD,,11.7
8/26/2014,_VIXD,,11.63
8/27/2014,_VIXD,,11.78
8/28/2014,_VIXD,,12.05
8/29/2014,_VIXD,,12.09
9/2/2014,_VIXD,,12.25
9/3/2014,_VIXD,,12.36
9/4/2014,_VIXD,,12.64
9/5/2014,_VIXD,,12.09
9/8/2014,_VIXD,,12.66
9/9/2014,_VIXD,,13.5
9/10/2014,_VIXD,,12.88
9/11/2014,_VIXD,,12.8
9/12/2014,_VIXD,,13.31
9/15/2014,_VIXD,,14.12
9/16/2014,_VIXD,,12.73
9/17/2014,_VIXD,,12.65
9/18/2014,_VIXD,,12.03
9/19/2014,_VIXD,,12.11
9/22/2014,_VIXD,,13.69
9/23/2014,_VIXD,,14.93
9/24/2014,_VIXD,,13.27
9/25/2014,_VIXD,,15.64
9/26/2014,_VIXD,,14.85
9/29/2014,_VIXD,,15.98
9/30/2014,_VIXD,,16.31
10/1/2014,_VIXD,,16.71
10/2/2014,_VIXD,,16.16
10/3/2014,_VIXD,,14.55
10/6/2014,_VIXD,,15.46
10/7/2014,_VIXD,,17.2
10/8/2014,_VIXD,,15.11
10/9/2014,_VIXD,,18.76
10/10/2014,_VIXD,,21.24
10/13/2014,_VIXD,,24.64
10/14/2014,_VIXD,,22.79
10/15/2014,_VIXD,,25.27
10/16/2014,_VIXD,,25.2
10/17/2014,_VIXD,,21.99
10/20/2014,_VIXD,,18.57
10/21/2014,_VIXD,,16.08
10/22/2014,_VIXD,,17.87
10/23/2014,_VIXD,,16.53
10/24/2014,_VIXD,,16.11
10/27/2014,_VIXD,,16.04
10/28/2014,_VIXD,,14.39
10/29/2014,_VIXD,,15.15
10/30/2014,_VIXD,,14.52
10/31/2014,_VIXD,,14.03
11/3/2014,_VIXD,,14.73
11/4/2014,_VIXD,,14.89
11/5/2014,_VIXD,,14.17
11/6/2014,_VIXD,,13.67
11/7/2014,_VIXD,,13.12
11/10/2014,_VIXD,,12.67
11/11/2014,_VIXD,,12.92
11/12/2014,_VIXD,,13.02
11/13/2014,_VIXD,,13.79
11/14/2014,_VIXD,,13.31
11/17/2014,_VIXD,,13.99
11/18/2014,_VIXD,,13.86
11/19/2014,_VIXD,,13.96
11/20/2014,_VIXD,,13.58
11/21/2014,_VIXD,,12.9
11/24/2014,_VIXD,,12.62
11/25/2014,_VIXD,,12.25
11/26/2014,_VIXD,,12.07
11/28/2014,_VIXD,,13.33
12/1/2014,_VIXD,,14.16
12/2/2014,_VIXD,,12.85
12/3/2014,_VIXD,,12.5
12/4/2014,_VIXD,,12.38
12/5/2014,_VIXD,,11.89
12/8/2014,_VIXD,,14.21
12/9/2014,_VIXD,,15.35
12/10/2014,_VIXD,,18.53
12/11/2014,_VIXD,,20.08
12/12/2014,_VIXD,,21.08
12/15/2014,_VIXD,,20.42
12/16/2014,_VIXD,,23.57
12/17/2014,_VIXD,,19.44
12/18/2014,_VIXD,,16.81
12/19/2014,_VIXD,,16.49
12/22/2014,_VIXD,,15.25
12/23/2014,_VIXD,,14.8
12/24/2014,_VIXD,,14.37
12/26/2014,_VIXD,,14.5
12/29/2014,_VIXD,,15.06
12/30/2014,_VIXD,,15.92
12/31/2014,_VIXD,,19.2
1/2/2015,_VIXD,,17.79
1/5/2015,_VIXD,,19.92
1/6/2015,_VIXD,,21.12
1/7/2015,_VIXD,,19.31
1/8/2015,_VIXD,,17.01
1/9/2015,_VIXD,,17.55
1/12/2015,_VIXD,,19.6
1/13/2015,_VIXD,,20.56
1/14/2015,_VIXD,,21.48
1/15/2015,_VIXD,,22.39
1/16/2015,_VIXD,,20.95
1/20/2015,_VIXD,,19.89
1/21/2015,_VIXD,,18.85
1/22/2015,_VIXD,,16.4
1/23/2015,_VIXD,,16.66
1/26/2015,_VIXD,,15.52
1/27/2015,_VIXD,,17.22
1/28/2015,_VIXD,,20.44
1/29/2015,_VIXD,,18.76
1/30/2015,_VIXD,,20.97
2/2/2015,_VIXD,,19.43
2/3/2015,_VIXD,,17.33
2/4/2015,_VIXD,,18.33
2/5/2015,_VIXD,,16.85
2/6/2015,_VIXD,,17.29
2/9/2015,_VIXD,,18.55
2/10/2015,_VIXD,,17.23
2/11/2015,_VIXD,,16.96
2/12/2015,_VIXD,,15.34
2/13/2015,_VIXD,,14.69
2/17/2015,_VIXD,,15.8
2/18/2015,_VIXD,,15.45
2/19/2015,_VIXD,,15.29
2/20/2015,_VIXD,,14.3
2/23/2015,_VIXD,,14.56
2/24/2015,_VIXD,,13.69
2/25/2015,_VIXD,,13.84
2/26/2015,_VIXD,,13.91
2/27/2015,_VIXD,,13.34
3/2/2015,_VIXD,,13.04
3/3/2015,_VIXD,,13.86
3/4/2015,_VIXD,,14.23
3/5/2015,_VIXD,,14.04
3/6/2015,_VIXD,,15.2
3/9/2015,_VIXD,,15.06
3/10/2015,_VIXD,,16.69
3/11/2015,_VIXD,,16.87
3/12/2015,_VIXD,,15.42
3/13/2015,_VIXD,,16
3/16/2015,_VIXD,,15.61
3/17/2015,_VIXD,,15.66
3/18/2015,_VIXD,,13.97
3/19/2015,_VIXD,,14.07
3/20/2015,_VIXD,,13.02
3/23/2015,_VIXD,,13.41
3/24/2015,_VIXD,,13.62
3/25/2015,_VIXD,,15.44
3/26/2015,_VIXD,,15.8
3/27/2015,_VIXD,,15.07
3/30/2015,_VIXD,,14.51
3/31/2015,_VIXD,,15.29
4/1/2015,_VIXD,,15.11
4/2/2015,_VIXD,,14.67
4/6/2015,_VIXD,,14.74
4/7/2015,_VIXD,,14.78
4/8/2015,_VIXD,,13.98
4/9/2015,_VIXD,,13.09
4/10/2015,_VIXD,,12.58
4/13/2015,_VIXD,,13.94
4/14/2015,_VIXD,,13.67
4/15/2015,_VIXD,,12.84
4/16/2015,_VIXD,,12.6
4/17/2015,_VIXD,,13.89
4/20/2015,_VIXD,,13.3
4/21/2015,_VIXD,,13.25
4/22/2015,_VIXD,,12.71
4/23/2015,_VIXD,,12.48
4/24/2015,_VIXD,,12.29
4/27/2015,_VIXD,,13.12
4/28/2015,_VIXD,,12.41
4/29/2015,_VIXD,,13.39
4/30/2015,_VIXD,,14.55
5/1/2015,_VIXD,,12.7
5/4/2015,_VIXD,,12.85
5/5/2015,_VIXD,,14.31
5/6/2015,_VIXD,,15.15
5/7/2015,_VIXD,,15.13
5/8/2015,_VIXD,,12.86
5/11/2015,_VIXD,,13.85
5/12/2015,_VIXD,,13.86
5/13/2015,_VIXD,,13.76
5/14/2015,_VIXD,,12.74
5/15/2015,_VIXD,,12.38
5/18/2015,_VIXD,,12.73
5/19/2015,_VIXD,,12.85
5/20/2015,_VIXD,,12.88
5/21/2015,_VIXD,,12.11
5/22/2015,_VIXD,,12.13
5/26/2015,_VIXD,,14.06
5/27/2015,_VIXD,,13.27
5/28/2015,_VIXD,,13.31
5/29/2015,_VIXD,,13.84
6/1/2015,_VIXD,,13.97
6/2/2015,_VIXD,,14.24
6/3/2015,_VIXD,,13.66
6/4/2015,_VIXD,,14.71
6/5/2015,_VIXD,,14.21
6/8/2015,_VIXD,,15.29
6/10/2015,_VIXD,,13.22
6/11/2015,_VIXD,,12.85
6/12/2015,_VIXD,,13.78
6/15/2015,_VIXD,,15.39
6/16/2015,_VIXD,,14.81
6/17/2015,_VIXD,,14.5
6/18/2015,_VIXD,,13.19
6/19/2015,_VIXD,,13.96
6/22/2015,_VIXD,,12.74
6/23/2015,_VIXD,,12.11
6/24/2015,_VIXD,,13.26
6/25/2015,_VIXD,,14.01
6/26/2015,_VIXD,,14.02
6/29/2015,_VIXD,,18.85
6/30/2015,_VIXD,,18.23
7/1/2015,_VIXD,,16.09
7/2/2015,_VIXD,,16.79
7/6/2015,_VIXD,,17.01
7/7/2015,_VIXD,,16.09
7/8/2015,_VIXD,,19.66
7/9/2015,_VIXD,,19.97
7/10/2015,_VIXD,,16.83
7/13/2015,_VIXD,,13.9
7/14/2015,_VIXD,,13.37
7/15/2015,_VIXD,,13.23
7/16/2015,_VIXD,,12.11
7/17/2015,_VIXD,,11.95
7/20/2015,_VIXD,,12.25
7/21/2015,_VIXD,,12.22
7/22/2015,_VIXD,,12.12
7/23/2015,_VIXD,,12.64
7/24/2015,_VIXD,,13.74
7/27/2015,_VIXD,,15.6
7/28/2015,_VIXD,,13.44
7/29/2015,_VIXD,,12.5
7/30/2015,_VIXD,,12.13
7/31/2015,_VIXD,,12.12
8/3/2015,_VIXD,,12.56
8/4/2015,_VIXD,,13
8/5/2015,_VIXD,,12.51
8/6/2015,_VIXD,,13.77
8/7/2015,_VIXD,,13.39
8/10/2015,_VIXD,,12.23
8/11/2015,_VIXD,,13.71
8/12/2015,_VIXD,,13.61
8/13/2015,_VIXD,,13.49
8/14/2015,_VIXD,,12.83
8/17/2015,_VIXD,,13.02
8/18/2015,_VIXD,,13.79
8/19/2015,_VIXD,,15.25
8/20/2015,_VIXD,,19.14
8/21/2015,_VIXD,,28.03
8/24/2015,_VIXD,,40.74
8/25/2015,_VIXD,,36.02
8/26/2015,_VIXD,,30.32
8/27/2015,_VIXD,,26.1
8/28/2015,_VIXD,,26.05
8/31/2015,_VIXD,,28.43
9/1/2015,_VIXD,,31.4
9/2/2015,_VIXD,,26.09
9/3/2015,_VIXD,,25.61
9/4/2015,_VIXD,,27.8
9/8/2015,_VIXD,,24.9
9/9/2015,_VIXD,,26.23
9/10/2015,_VIXD,,24.37
